MAKER,MODEL,MODELYEAR,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS,FUEL_TYPE,DATE_REG,TYPE,COLOUR,STATE
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-11,JIP,WHITE,PERAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-11,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-11,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-14,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-14,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-14,JIP,GREY,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-14,JIP,BLACK,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-14,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-15,JIP,WHITE,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-15,JIP,SILVER,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-15,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-15,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-15,JIP,WHITE,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-15,JIP,BLACK,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-16,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-16,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-16,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,BLACK,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,BLACK,KEDAH
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,WHITE,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,BLACK,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-17,JIP,WHITE,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-18,JIP,BLACK,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-18,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-18,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-18,JIP,BLACK,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-18,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-18,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,GREY,SABAH
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,WHITE,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-21,JIP,SILVER,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,WHITE,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,SILVER,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,BLACK,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-22,JIP,WHITE,KEDAH
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,BLUE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,BLACK,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,GREY,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,WHITE,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-23,JIP,SILVER,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-24,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-24,JIP,GREY,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-24,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-24,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-24,JIP,WHITE,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-24,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,WHITE,PERAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,WHITE,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,WHITE,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,SILVER,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-25,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-27,JIP,BLACK,KEDAH
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-27,JIP,BLACK,KELANTAN
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-28,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-28,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-28,JIP,SILVER,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-28,JIP,SILVER,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-28,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-28,JIP,WHITE,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,WHITE,SARAWAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,SILVER,MELAKA
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,BLACK,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,SILVER,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,BLACK,PERAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,SILVER,PAHANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,WINDOW_VAN,WHITE,SELANGOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-29,JIP,WHITE,PERAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,BLACK,PULAU PINANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,WHITE,PAHANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,WHITE,PERAK
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,BROWN,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,SILVER,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,BLACK,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,WHITE,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,WHITE,JOHOR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,BLACK,PAHANG
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,GREY,W.P. KUALA LUMPUR
LEXUS,RX 450h AWD,2014,SUV - SMALL,3.5,6,AV6,7.9,8.6,8.2,34,189,PETROL,2025-04-30,JIP,WHITE,SABAH
MASERATI,GRANTURISMO,2014,SUBCOMPACT,4.7,8,AS6,18.2,11.4,15.1,19,347,PETROL,2025-03-24,MOTOKAR,MAROON,W.P. KUALA LUMPUR
MASERATI,GRANTURISMO CONVERTIBLE,2014,SUBCOMPACT,4.7,8,AS6,18.2,11.7,15.3,18,352,PETROL,2025-03-24,MOTOKAR,MAROON,W.P. KUALA LUMPUR
MASERATI,QUATTROPORTE GTS,2014,FULL-SIZE,3.8,8,AS8,17.6,10.7,14.5,19,334,PETROL,2025-04-22,MOTOKAR,MAROON,W.P. KUALA LUMPUR
MASERATI,QUATTROPORTE SQ4,2014,FULL-SIZE,3.0,6,AS8,15.9,9.7,13.1,22,301,PETROL,2025-04-22,MOTOKAR,MAROON,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-05,JIP,RED,TERENGGANU
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-06,JIP,GOLD,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-06,JIP,BLACK,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-07,JIP,RED,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-08,JIP,GOLD,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-10,JIP,GOLD,PERAK
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-10,JIP,WHITE,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-10,JIP,BLACK,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-13,JIP,WHITE,PULAU PINANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-13,JIP,GOLD,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-14,JIP,RED,KEDAH
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-14,JIP,GOLD,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-15,JIP,GREY,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-16,JIP,BLUE,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-16,JIP,GREY,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-16,JIP,GREY,PULAU PINANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-20,JIP,GOLD,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-20,JIP,WHITE,PULAU PINANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-20,JIP,BLUE,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-21,JIP,BLUE,KELANTAN
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-21,JIP,BLUE,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-21,JIP,BLACK,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-21,JIP,BLACK,TERENGGANU
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-22,JIP,BLUE,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-23,JIP,GOLD,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-24,JIP,BLUE,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-24,JIP,GREY,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-01-27,JIP,GOLD,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-04,JIP,GREY,MELAKA
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-04,JIP,RED,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-04,JIP,BLACK,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-05,JIP,GREY,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-06,JIP,GREY,SARAWAK
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-06,JIP,WHITE,PERAK
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-06,JIP,BLUE,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-06,JIP,RED,KELANTAN
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-07,JIP,GREY,PERLIS
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-10,JIP,GOLD,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-12,JIP,GREY,PULAU PINANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-12,JIP,GOLD,PULAU PINANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-14,JIP,GOLD,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-14,JIP,GOLD,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-17,JIP,WHITE,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-17,JIP,BLUE,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-17,JIP,GREY,PULAU PINANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-18,JIP,BLACK,SARAWAK
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-19,JIP,GOLD,PAHANG
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-20,JIP,BLUE,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-20,JIP,WHITE,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-20,JIP,GREY,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-21,JIP,GOLD,JOHOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-21,JIP,GREY,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-21,JIP,GREY,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-21,JIP,BLUE,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-21,JIP,RED,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-24,JIP,BLUE,KEDAH
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-25,JIP,GREY,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-25,JIP,GREY,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-27,JIP,WHITE,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-27,JIP,BLUE,KELANTAN
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-27,JIP,RED,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-28,JIP,BLUE,W.P. KUALA LUMPUR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-28,JIP,BLACK,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-02-28,JIP,RED,SELANGOR
MAZDA,CX-5,2014,SUV - SMALL,2.0,4,AS6,8.9,7.3,8.2,34,189,PETROL,2025-03-05,JIP,BLACK,W.P. KUALA LUMPUR
