production_order_id,production_date,finished_product,material_id,quantity_consumed
PRD-250,2025-04-07,Protective Roof Paint,MAT017,200
PRD-251,2025-03-26,Premium White Paint 1L,MAT002,150
PRD-251,2025-03-26,Premium White Paint 1L,MAT006,500
PRD-251,2025-03-26,Premium White Paint 1L,MAT012,300
PRD-251,2025-03-26,Premium White Paint 1L,MAT020,50
PRD-252,2025-08-08,Anti-Rust Coating,MAT012,400
PRD-252,2025-08-08,Anti-Rust Coating,MAT008,500
PRD-252,2025-08-08,Anti-Rust Coating,MAT006,50
PRD-252,2025-08-08,Anti-Rust Coating,MAT003,400
PRD-253,2025-04-19,Epoxy Floor Coating,MAT017,50
PRD-253,2025-04-19,Epoxy Floor Coating,MAT004,200
PRD-254,2025-06-03,Marine Blue Coating,MAT007,400
PRD-254,2025-06-03,Marine Blue Coating,MAT001,200
PRD-254,2025-06-03,Marine Blue Coating,MAT006,200
PRD-254,2025-06-03,Marine Blue Coating,MAT002,50
PRD-255,2025-08-01,Premium White Paint 1L,MAT018,150
PRD-255,2025-08-01,Premium White Paint 1L,MAT006,400
PRD-255,2025-08-01,Premium White Paint 1L,MAT015,100
PRD-256,2025-11-10,Premium White Paint 4L,MAT006,300
PRD-256,2025-11-10,Premium White Paint 4L,MAT015,50
PRD-256,2025-11-10,Premium White Paint 4L,MAT013,200
PRD-256,2025-11-10,Premium White Paint 4L,MAT003,200
PRD-257,2025-01-01,Premium White Paint 1L,MAT020,200
PRD-257,2025-01-01,Premium White Paint 1L,MAT013,50
PRD-257,2025-01-01,Premium White Paint 1L,MAT012,400
PRD-257,2025-01-01,Premium White Paint 1L,MAT008,50
PRD-258,2025-12-21,Automotive Red Paint,MAT011,150
PRD-258,2025-12-21,Automotive Red Paint,MAT007,300
PRD-258,2025-12-21,Automotive Red Paint,MAT003,400
PRD-258,2025-12-21,Automotive Red Paint,MAT020,300
PRD-259,2025-03-25,Anti-Rust Coating,MAT018,200
PRD-259,2025-03-25,Anti-Rust Coating,MAT002,200
PRD-260,2025-06-22,Epoxy Floor Coating,MAT003,50
PRD-260,2025-06-22,Epoxy Floor Coating,MAT008,500
PRD-260,2025-06-22,Epoxy Floor Coating,MAT013,50
PRD-261,2025-11-04,Premium White Paint 4L,MAT013,300
PRD-261,2025-11-04,Premium White Paint 4L,MAT001,50
PRD-261,2025-11-04,Premium White Paint 4L,MAT016,500
PRD-262,2025-05-07,Epoxy Floor Coating,MAT016,50
PRD-262,2025-05-07,Epoxy Floor Coating,MAT003,250
PRD-262,2025-05-07,Epoxy Floor Coating,MAT017,250
PRD-262,2025-05-07,Epoxy Floor Coating,MAT020,50
PRD-262,2025-05-07,Epoxy Floor Coating,MAT018,250
PRD-263,2025-11-20,Clear Varnish,MAT007,500
PRD-263,2025-11-20,Clear Varnish,MAT003,250
PRD-264,2025-11-03,Wood Stain Brown,MAT002,100
PRD-264,2025-11-03,Wood Stain Brown,MAT013,150
PRD-264,2025-11-03,Wood Stain Brown,MAT003,400
PRD-264,2025-11-03,Wood Stain Brown,MAT008,50
PRD-264,2025-11-03,Wood Stain Brown,MAT001,50
PRD-265,2025-03-13,Epoxy Floor Coating,MAT003,50
PRD-265,2025-03-13,Epoxy Floor Coating,MAT012,150
PRD-265,2025-03-13,Epoxy Floor Coating,MAT006,500
PRD-266,2025-05-22,Clear Varnish,MAT006,250
PRD-266,2025-05-22,Clear Varnish,MAT007,250
PRD-266,2025-05-22,Clear Varnish,MAT008,50
PRD-266,2025-05-22,Clear Varnish,MAT015,500
PRD-266,2025-05-22,Clear Varnish,MAT020,300
PRD-267,2025-04-16,Wood Stain Brown,MAT008,400
PRD-267,2025-04-16,Wood Stain Brown,MAT003,250
PRD-267,2025-04-16,Wood Stain Brown,MAT018,500
PRD-268,2025-09-24,Clear Varnish,MAT003,50
PRD-268,2025-09-24,Clear Varnish,MAT008,250
PRD-268,2025-09-24,Clear Varnish,MAT004,100
PRD-268,2025-09-24,Clear Varnish,MAT018,400
PRD-269,2025-09-07,Marine Blue Coating,MAT016,150
PRD-269,2025-09-07,Marine Blue Coating,MAT007,400
PRD-269,2025-09-07,Marine Blue Coating,MAT004,200
PRD-269,2025-09-07,Marine Blue Coating,MAT011,500
PRD-269,2025-09-07,Marine Blue Coating,MAT001,200
PRD-270,2025-04-23,Anti-Rust Coating,MAT004,300
PRD-270,2025-04-23,Anti-Rust Coating,MAT002,50
PRD-270,2025-04-23,Anti-Rust Coating,MAT018,50
PRD-270,2025-04-23,Anti-Rust Coating,MAT016,400
PRD-270,2025-04-23,Anti-Rust Coating,MAT020,200
PRD-271,2025-09-16,Industrial Grey Primer,MAT015,400
PRD-271,2025-09-16,Industrial Grey Primer,MAT006,250
PRD-271,2025-09-16,Industrial Grey Primer,MAT001,400
PRD-272,2025-12-23,Marine Blue Coating,MAT004,50
PRD-272,2025-12-23,Marine Blue Coating,MAT017,250
PRD-272,2025-12-23,Marine Blue Coating,MAT020,300
